Unnamed: 0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
4,issue_comment,465,idan,oauthlib,thedrow,2017-04-03 09:36:09,"If you want me to consider merging this, we need to understand the implications on existing clients/servers and fix the unit tests.",nan,nan
5,issue_comment,465,idan,oauthlib,skion,2017-04-03 10:24:02,"Yes, I'll have a look at what tests are affected by this and why.",nan,nan
6,issue_comment,465,idan,oauthlib,skion,2017-07-29 22:29:40,@thedrow It created some problems with the inheritance of the AuthCode tests in the Hybrid flow tests. I've worked around that by making response modes more explicit in the tests.,nan,nan
7,issue_comment,465,idan,oauthlib,thedrow,2017-07-30 06:45:22,Thanks!,nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
4,issue_comment,472,idan,oauthlib,bryanhelmig,2017-06-08 21:39:26,This is great -- would love to get it merged up!,nan,nan
5,issue_comment,472,idan,oauthlib,thedrow,2017-07-30 06:50:12,Thanks!,nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
