rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,149,idan,oauthlib,stephane,2013-05-13 09:13:13,"Feel free to skip ""Wrap all paragraphs at 80 characters"" is you find it to noisy!
",start issue,Docs wrap 80,feel free skip wrap paragraph 80 charact find noisi
issue_closed,149,idan,oauthlib,kennethreitz,2013-05-14 13:50:05,,closed issue,Docs wrap 80,
pull_request_title,149,idan,oauthlib,stephane,2013-05-13 09:13:13,"Feel free to skip ""Wrap all paragraphs at 80 characters"" is you find it to noisy!
",9fb3d3841fa1d3278cc2f60573c96e7fedbecd78,Docs wrap 80,feel free skip wrap paragraph 80 charact find noisi
pull_request_merged,149,idan,oauthlib,kennethreitz,2013-05-14 13:50:05,Docs wrap 80,db8f5201ffadc965e1450e3c0fa5f6d5d4c2ece8,Pull request merge from Unknown:docs-wrap-80 to idan/oauthlib:master,doc wrap 80
issue_comment,149,idan,oauthlib,kennethreitz,2013-05-14 13:50:09,":cake:
",,,cake
issue_comment,149,idan,oauthlib,ib-lundgren,2013-05-14 15:43:03,"Awesome. Don't hesitate to go rampant with pep8 on the source code as well =)
",,,awesom dont hesit go rampant pep8 sourc code well
pull_request_commit,149,idan,oauthlib,stephane,2013-05-07 08:39:50,"Wrap all paragraphs at 80 characters

Cosmetic but large patch.",c940f9f8b1c85fcc177dfc0c7a2705bc89506376,,wrap paragraph 80 charact cosmet larg patch
pull_request_commit,149,idan,oauthlib,stephane,2013-05-07 08:45:35,Simplification of a sentence,fe58ce9ab43d56160c0447e7f48c87cd94e1ac3a,,simplif sentenc
pull_request_commit,149,idan,oauthlib,stephane,2013-05-07 10:06:18,Missing space in documentation,9fb3d3841fa1d3278cc2f60573c96e7fedbecd78,,miss space document
