rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,36,aio-libs,aioredis,jettify,2014-07-26 07:56:30,"Finally 100% coverage for string commands. Please review.
",start issue,Feature string commands test2,final 100 coverag string command pleas review
issue_closed,36,aio-libs,aioredis,popravich,2014-07-28 06:32:02,,closed issue,Feature string commands test2,
pull_request_title,36,aio-libs,aioredis,jettify,2014-07-26 07:56:30,"Finally 100% coverage for string commands. Please review.
",ac350c5299a8442147e4ba18f158a648840524ce,Feature string commands test2,final 100 coverag string command pleas review
pull_request_merged,36,aio-libs,aioredis,popravich,2014-07-28 06:32:02,Feature string commands test2,3659aa6d2284dcba7ea087d4c962931b9f6715bd,Pull request merge from jettify/aioredis:feature-string-commands-test2 to aio-libs/aioredis:master,featur string command test2
issue_comment,36,aio-libs,aioredis,popravich,2014-07-28 06:32:09,"Thanks
",,,thank
pull_request_commit,36,aio-libs,aioredis,jettify,2014-07-25 20:04:24,mget,f36c26bcf5378a33b645f56f7861704c0f8d0603,,mget
pull_request_commit,36,aio-libs,aioredis,jettify,2014-07-26 07:47:57,test for rest string commnads,8494593ccc77ee2f7e25adba0e76162e39220124,,test rest string commnad
pull_request_commit,36,aio-libs,aioredis,jettify,2014-07-26 08:05:46,"fix test, change TypeError to ValueError",ac350c5299a8442147e4ba18f158a648840524ce,,fix test chang typeerror valueerror
