rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,395,nilearn,nilearn,banilo,2015-02-05 12:54:55,"tries to fix #339
",start issue,Fetcher for Harvard-Oxford atlas,tri fix 339
issue_closed,395,nilearn,nilearn,AlexandreAbraham,2015-02-05 13:27:16,,closed issue,Fetcher for Harvard-Oxford atlas,
pull_request_title,395,nilearn,nilearn,banilo,2015-02-05 12:54:55,"tries to fix #339
",d15f94af8d85236c8084e24585f750e87a5af3b7,Fetcher for Harvard-Oxford atlas,tri fix 339
pull_request_merged,395,nilearn,nilearn,AlexandreAbraham,2015-02-05 13:27:16,Fetcher for Harvard-Oxford atlas,a0ca2e0576a68fb7a289f82aa4e9f7397b43cdbe,Pull request merge from banilo/nilearn:fetch_havox to nilearn/nilearn:master,fetcher harvardoxford atla
pull_request_commit_comment,395,nilearn,nilearn,AlexandreAbraham,2015-02-05 13:05:49,"I think it would be better for the user to output the atlas items so the user knows the option.
",d15f94af8d85236c8084e24585f750e87a5af3b7,"(59, '', u'nilearn/datasets.py')",I think would better user output atla item user know option
pull_request_commit_comment,395,nilearn,nilearn,AlexandreAbraham,2015-02-05 13:06:12,"`dirname *is* None`
",d15f94af8d85236c8084e24585f750e87a5af3b7,"(63, '', u'nilearn/datasets.py')",
pull_request_commit_comment,395,nilearn,nilearn,AlexandreAbraham,2015-02-05 13:08:24,"Put this in the previous condition with an `and` statement.
",d15f94af8d85236c8084e24585f750e87a5af3b7,"(65, '', u'nilearn/datasets.py')",put previou condit statement
pull_request_commit_comment,395,nilearn,nilearn,AlexandreAbraham,2015-02-05 13:12:02,"Honestly? Why adding '..' and not removing 'HarvardOxford' above?
",d15f94af8d85236c8084e24585f750e87a5af3b7,"(68, '', u'nilearn/datasets.py')",honestli whi ad remov harvardoxford
pull_request_commit_comment,395,nilearn,nilearn,AlexandreAbraham,2015-02-05 13:25:40,"FYI information, all these cases are already handled in _get_dataset_dir, you shouldn't do that manually. I will fix that, take a look when you have time.
",d15f94af8d85236c8084e24585f750e87a5af3b7,"(75, '', u'nilearn/datasets.py')",fyi inform case alreadi handl getdatasetdir shouldnt manual I fix take look time
pull_request_commit_comment,395,nilearn,nilearn,banilo,2015-02-05 13:33:15,"Good idea.
",d15f94af8d85236c8084e24585f750e87a5af3b7,"(59, '', u'nilearn/datasets.py')",good idea
pull_request_commit,395,nilearn,nilearn,banilo,2015-02-05 11:10:19,fetch-havox: first steps,9a9001b49081aaf32ad960703c27f8aeefc40d68,,fetchhavox first step
pull_request_commit,395,nilearn,nilearn,banilo,2015-02-05 12:44:38,added fetch of harvard-oxford atlas,d15f94af8d85236c8084e24585f750e87a5af3b7,,ad fetch harvardoxford atla
