rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,899,nilearn,nilearn,AlexandreAbraham,2015-12-11 08:39:28,"Taking over #898.
",start issue,Fix doc in Region Extractor,take 898
issue_closed,899,nilearn,nilearn,AlexandreAbraham,2015-12-11 22:42:46,,closed issue,Fix doc in Region Extractor,
pull_request_title,899,nilearn,nilearn,AlexandreAbraham,2015-12-11 08:39:28,"Taking over #898.
",635d3eac439e5f7de16ce56b21a87c185d722a86,Fix doc in Region Extractor,take 898
pull_request_merged,899,nilearn,nilearn,AlexandreAbraham,2015-12-11 22:42:46,Fix doc in Region Extractor,241fd74d50805d7054eeeb5d3c5aa2488997b447,Pull request merge from AlexandreAbraham/nilearn:pr_651 to nilearn/nilearn:master,fix doc region extractor
issue_comment,899,nilearn,nilearn,AlexandreAbraham,2015-12-11 11:58:38,"> May be space is missing in the attributes as I have seen some previous direct fixes in master.

Your indentation is good. It's the exact same as in CanICA. I don't understand what's failing.
",,,your indent good it exact canica I dont understand what fail
issue_comment,899,nilearn,nilearn,AlexandreAbraham,2015-12-11 12:18:00,"For the moment I'm trying to generate the doc locally to debug faster and it doesn't work... Did you managed to do it?
",,,for moment Im tri gener doc local debug faster doesnt work did manag
pull_request_commit,899,nilearn,nilearn,AlexandreAbraham,2015-12-11 12:35:21,Move region.py into regions subpackage. try to fix doc,5f0ae97659e0e5a4e999d0b982f30ce72b99eb22,,move regionpi region subpackag tri fix doc
pull_request_commit,899,nilearn,nilearn,AlexandreAbraham,2015-12-11 14:21:04,"Add import of signal extraction in init, fix doc.",635d3eac439e5f7de16ce56b21a87c185d722a86,,add import signal extract init fix doc
