rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,98,idan,oauthlib,ondrowan,2013-02-01 10:41:29,,start issue,Added missing pycrypto library to requirements.txt,
issue_closed,98,idan,oauthlib,ib-lundgren,2013-02-03 17:48:42,,closed issue,Added missing pycrypto library to requirements.txt,
pull_request_title,98,idan,oauthlib,ondrowan,2013-02-01 10:41:29,,3c5c90d5a1773fd3ebe6520d18284d7635227f1d,Added missing pycrypto library to requirements.txt,
pull_request_merged,98,idan,oauthlib,ib-lundgren,2013-02-03 17:48:42,Added missing pycrypto library to requirements.txt,1ff0508aa685e060a9f22c7d3a22ab7dc30dd625,Pull request merge from ondrowan/oauthlib:missing_crypto to idan/oauthlib:master,ad miss pycrypto librari requirementstxt
issue_comment,98,idan,oauthlib,ib-lundgren,2013-02-03 16:52:47,"This requirements file was added when Idan experimented with pycco but have not seen much love since. I believe users of oauthlib are better of installing with pip install oauthlib as there are no dependencies for normal use. The few people using RSA as a signature method can use pip install oauthlib[rsa].

That said, a dev specific requirements.txt could be useful. Please also add nose and mock (#99) then I'll merge =)
",,,thi requir file ad idan experi pycco seen much love sinc I believ user oauthlib better instal pip instal oauthlib depend normal use the peopl use rsa signatur method use pip instal oauthlibrsa that said dev specif requirementstxt could use pleas also add nose mock 99 ill merg
issue_comment,98,idan,oauthlib,ondrowan,2013-02-03 17:46:29,"Done. I haven't realised in haste there's setup.py with ""real"" dependencies.
",,,done I havent realis hast there setuppi real depend
issue_comment,98,idan,oauthlib,ib-lundgren,2013-02-03 17:48:39,"Cheers =)
",,,cheer
pull_request_commit,98,idan,oauthlib,ondrowan,2013-02-01 10:37:57,Added missing crypto library to requirements.txt,276672252b2e287f09b023728e10e98ad4cd39a2,,ad miss crypto librari requirementstxt
pull_request_commit,98,idan,oauthlib,ondrowan,2013-02-03 17:41:37,Added mock and nose to requirements.txt,3c5c90d5a1773fd3ebe6520d18284d7635227f1d,,ad mock nose requirementstxt
