rectype,sha,ins_del_count,issueid,actor,date,text,similarity
pull_request_commit,2aedf400671a91c2346f6a5df17e866a6fdbfe8a,175,186,VirgileFritsch,2014-04-16 14:30:40,Oasis: DARTEL-normalized data available.,NA
issue_comment,NA,NA,186,bthirion,2014-04-13 17:28:20,"Minor fixes, then  I'm OK for merge.
",0.7449324223747099
issue_comment,NA,NA,186,dohmatob,2014-04-11 16:17:30,"Yep, and your reaction time was something less than 4 seconds. Impressive! Thanks
",0.7409258714827509
issue_comment,NA,NA,186,agramfort,2014-04-11 16:06:51,"I am curious can you share an image?
",0.607473725613439
pull_request_commit_comment,NA,NA,186,bthirion,2014-04-13 17:27:46,"This is really nice. I believe that this is because I have an old matplotlib on my box, but the figure does render well.
using e.g. plt.subplots_adjust(0., .1, .75, .9) is much nicer... 
",0.5272101446479478
issue_comment,NA,NA,186,GaelVaroquaux,2014-04-11 16:16:41,"You closed by mistake, @dohmatob  :)
",0.5174849254323698
 , , , , , , , 
 , , , , , , , 
pull_request_commit,c569af43d9a4a6671512e509aa48179860de0514,437,186,VirgileFritsch,2014-04-16 14:34:07,Oasis: embed Oasis CSV file (needed for tests).,NA
issue_comment,NA,NA,186,bthirion,2014-04-13 17:28:20,"Minor fixes, then  I'm OK for merge.
",0.7782831123223346
issue_comment,NA,NA,186,dohmatob,2014-04-11 16:17:30,"Yep, and your reaction time was something less than 4 seconds. Impressive! Thanks
",0.7386601642693762
issue_comment,NA,NA,186,GaelVaroquaux,2014-04-11 16:16:41,"You closed by mistake, @dohmatob  :)
",0.5881764140360999
issue_comment,NA,NA,186,dohmatob,2014-04-11 16:16:07,"@VirgileFritsch: Lemme run DARTEL on the 12 discs right away.
",0.5550161091462189
issue_comment,NA,NA,186,agramfort,2014-04-11 16:06:51,"I am curious can you share an image?
",0.5537169840552453
 , , , , , , , 
 , , , , , , , 
pull_request_commit,bd3419edc87d6562113db3bcd61b44d9707a7c4d,62,186,VirgileFritsch,2014-04-17 10:39:47,Oasis: DARTEL + modulation.,NA
issue_comment,NA,NA,186,bthirion,2014-04-13 17:28:20,"Minor fixes, then  I'm OK for merge.
",0.7785222135897533
issue_comment,NA,NA,186,dohmatob,2014-04-11 16:17:30,"Yep, and your reaction time was something less than 4 seconds. Impressive! Thanks
",0.7198874219830642
issue_comment,NA,NA,186,GaelVaroquaux,2014-04-11 16:16:41,"You closed by mistake, @dohmatob  :)
",0.6408426630967727
pull_request_commit_comment,NA,NA,186,bthirion,2014-04-13 17:27:46,"This is really nice. I believe that this is because I have an old matplotlib on my box, but the figure does render well.
using e.g. plt.subplots_adjust(0., .1, .75, .9) is much nicer... 
",0.6324199384782371
issue_comment,NA,NA,186,GaelVaroquaux,2014-04-11 16:14:47,"> @dohmatob @AlexandreAbraham @GaelVaroquaux @bthirion This is what came
> out from our Parietal retreat project.

I don't have time to look in details, but it seems that it's a blasting
success. Bravo to you and @dohmatob.
",0.6314075475516253
 , , , , , , , 
 , , , , , , , 
pull_request_commit,da3649e2505ef73b78c9b49c58c4dece3e8fd937,89,186,VirgileFritsch,2014-04-23 09:46:07,Oasis: Address GaelVaroquaux and eickenberg comments.,NA
issue_comment,NA,NA,186,bthirion,2014-04-13 17:28:20,"Minor fixes, then  I'm OK for merge.
",0.6714543397164405
issue_comment,NA,NA,186,dohmatob,2014-04-11 16:17:30,"Yep, and your reaction time was something less than 4 seconds. Impressive! Thanks
",0.6374551546620417
pull_request_commit_comment,NA,NA,186,GaelVaroquaux,2014-04-21 13:06:50,"Maybe if n_subjects > 403 you should  raise a warning here?
",0.5857621855952819
pull_request_commit_comment,NA,NA,186,VirgileFritsch,2014-04-23 09:45:27,"Has been changed in accordance.
",0.5770656563140801
pull_request_commit_comment,NA,NA,186,bthirion,2014-04-13 17:27:46,"This is really nice. I believe that this is because I have an old matplotlib on my box, but the figure does render well.
using e.g. plt.subplots_adjust(0., .1, .75, .9) is much nicer... 
",0.5380678658368901
issue_comment,NA,NA,186,agramfort,2014-04-11 16:06:51,"I am curious can you share an image?
",0.4977164037129721
pull_request_commit_comment,NA,NA,186,eickenberg,2014-04-22 16:44:21,"24 is both in `missing_subjects` and `removed_outliers`. You don't seem to be `np.unique`-ing the list, only sorting  it, so 24 will probably be double.
",0.4817460727576257
issue_comment,NA,NA,186,VirgileFritsch,2014-04-14 12:42:12,"Comments addressed, need one more +1 to be able to merge ;)
Or maybe you want to wait for DARTEL-preprocessed data being available...
",0.47770109074182976
